species,pu,amount
6,136,2.3221134286535e-05
1,137,2.5
2,137,1.55492525335369e-17
3,137,1
4,137,0.00178507149037264
5,137,0
6,137,0
1,138,14.5
2,138,4.99508746657388e-18
3,138,19.2222222222222
4,138,0.00172832568294228
5,138,1
6,138,1.12631237154996e-12
1,139,5.375
2,139,6.19537503795338e-18
3,139,4.875
4,139,0.00412827038008218
5,139,173.5
6,139,0.000101800700522032
1,140,0
2,140,0
3,140,1
4,140,0.0326738912049354
5,140,10.9
6,140,0.000495756501676814
1,141,53.8
2,141,4.87724366477914e-18
3,141,86.6
4,141,0.000291205094311665
5,141,20.6
6,141,0.000964894323529639
1,142,744.8
2,142,1.14708815374527e-17
3,142,34.6
4,142,0.000519216889413722
5,142,0
6,142,0
1,143,0
2,143,0
3,143,0
4,143,0
5,143,7.55555555555556
6,143,5.85212116462499e-05
1,144,0
2,144,0
3,144,1.25
4,144,0.000366372142631304
5,144,2.25
6,144,2.4880717300442e-06
1,145,2.375
2,145,8.89014661140818e-18
3,145,1.5
4,145,0.000523012743397738
5,145,0
6,145,0
1,146,4.14285714285714
2,146,5.33408427728209e-18
3,146,27.5
4,146,0.000935945204544015
5,146,4.66666666666667
6,146,7.94517011722876e-05
1,147,0
2,147,0
3,147,0
4,147,0
5,147,22
6,147,0.000440895196539504
1,148,0
2,148,0
3,148,3.125
4,148,0.00665500831220307
5,148,11.3
6,148,0.000750746692765808
1,149,158.6
2,149,4.46378934013195e-17
3,149,0
4,149,0
5,149,773.7
6,149,0.0097442432227062
1,150,0
2,150,0
3,150,0
4,150,0
5,150,16.1
6,150,0.000227122106199159
1,151,0
2,151,0
3,151,0
4,151,0
5,151,2.42857142857143
6,151,4.84970355497075e-05
1,152,0
2,152,0
3,152,3.11111111111111
4,152,0.000255882634202916
5,152,2
6,152,2.2861702153208e-06
1,153,1.66666666666667
2,153,2.66120204838865e-18
3,153,1.5
4,153,0.000596333700815399
5,153,0
6,153,0
1,154,14.6
2,154,3.16478341093091e-17
3,154,6.9
4,154,0.000850712869908117
5,154,112.5
6,154,0.00239722158029803
1,155,0
2,155,0
3,155,0
4,155,0
5,155,25.2
6,155,0.000216619297202642
1,156,0
2,156,0
3,156,1.5
4,156,3.80256414068592e-05
5,156,1
6,156,3.44351654066136e-05
1,157,11.7
2,157,7.02402573280802e-18
3,157,2.44444444444444
4,157,0.000298954351856103
5,157,0
6,157,0
1,158,0
2,158,0
3,158,1
4,158,3.56024354193517e-07
5,158,11.5
6,158,1.97520565834464e-05
1,159,0
2,159,0
3,159,1.83333333333333
4,159,0.000919677077702121
5,159,8.5
6,159,0.00187544979660973
1,160,681.3
2,160,8.3507951194412e-17
3,160,7.3
4,160,4.28509919936151e-05
5,160,0
6,160,0
1,161,0
2,161,0
3,161,0
4,161,0
5,161,11.5
6,161,0.000167018794498389
1,162,2.88888888888889
2,162,4.8350809472367e-18
3,162,1
4,162,8.65659434180531e-05
5,162,0
6,162,0
1,163,3.9
2,163,3.21631173697489e-18
3,163,0
4,163,0
5,163,2.625
6,163,4.18699219396446e-05
1,164,47
2,164,9.8437927525561e-18
3,164,3.3
4,164,0.00044439732448502
5,164,3.6
6,164,0.000243251398803874
1,165,217.6
2,165,1.37448153298168e-17
3,165,14.7
4,165,0.000717001005849002
5,165,0
6,165,0
1,166,3.2
2,166,3.57100000525767e-18
3,166,2.28571428571429
4,166,4.50287421335041e-05
5,166,17.2
6,166,0.00053931513766356
1,167,7.9
2,167,7.50760869381922e-18
3,167,1.42857142857143
4,167,4.61084945775474e-05
5,167,0
6,167,0
1,168,0
2,168,0
3,168,1.75
4,168,8.56380844454596e-05
5,168,5.5
6,168,0.000148126027984074
1,169,0
2,169,0
3,169,2.4
4,169,4.44756878764151e-05
5,169,15.8888888888889
6,169,0.000524430200877396
1,170,15.5
2,170,3.20793311799423e-18
3,170,3.16666666666667
4,170,2.88553482343818e-05
5,170,0
6,170,0
1,171,434.9
2,171,1.02174087457461e-17
3,171,0
4,171,0
5,171,0
6,171,0
1,172,0
2,172,0
3,172,2.5
4,172,3.0154789640046e-05
5,172,21.7777777777778
6,172,0.00115098334560474
1,173,6.2
2,173,3.87136445428338e-18
3,173,4.125
4,173,2.57954013269289e-05
5,173,1
6,173,6.16605536748716e-05
1,174,0
2,174,0
3,174,0
4,174,0
5,174,23.3333333333333
6,174,0.00124585724503945
1,175,5.2
2,175,2.45416827092473e-17
3,175,4.83333333333333
4,175,2.03292276701591e-05
5,175,2.66666666666667
6,175,3.57065483465926e-05
1,176,0
2,176,0
3,176,0
4,176,0
5,176,49.9
6,176,0.00503502035639255
1,177,0
2,177,0
3,177,1.6
4,177,1.00069713807687e-05
5,177,10.7777777777778
6,177,0.000644042200882725
1,178,0
2,178,0
3,178,0
4,178,0
5,178,31.8
6,178,0.00665025861048398
1,179,1.66666666666667
2,179,2.35853759187156e-18
3,179,4
4,179,5.27096063852387e-05
5,179,3.75
6,179,0.000579611607301612
1,180,71
2,180,3.2210323163991e-18
3,180,0
4,180,0
5,180,0
6,180,0
1,181,0
2,181,0
3,181,0
4,181,0
5,181,17.7
6,181,0.00652445761068827
1,182,0
2,182,0
3,182,1.5
4,182,7.93702386595011e-06
5,182,1
6,182,0.000319952070247999
1,183,0
2,183,0
3,183,0
4,183,0
5,183,13.5
6,183,0.00898459611306078
1,184,0
2,184,0
3,184,0
4,184,0
5,184,2.16666666666667
6,184,0.00562595975906584
1,185,1.66666666666667
2,185,1.52861503293995e-18
3,185,1.33333333333333
4,185,2.6506600670927e-06
5,185,0
6,185,0
1,186,16.4
2,186,3.06109195549127e-18
3,186,25.2
4,186,9.4585140234967e-07
5,186,2.25
6,186,0.0138610011707491
1,187,19.5
2,187,1.08514822313458e-18
3,187,1.33333333333333
4,187,1.15098613669412e-06
5,187,0
6,187,0
1,188,0
2,188,0
3,188,0
4,188,0
5,188,18.7
6,188,0.0313283321399038
1,189,0
2,189,0
3,189,1.5
4,189,8.30382621085625e-07
5,189,9.5
6,189,0.0203287317566467
1,190,1
2,190,7.3309329583786e-18
3,190,1.5
4,190,5.01169734111683e-07
5,190,3
6,190,0.0166617631066243
1,191,1.2
2,191,7.4066604647861e-17
3,191,1
4,191,1.91819662331779e-06
5,191,2
6,191,0.0115832546406363
1,192,2.44444444444444
2,192,4.38664471805844e-17
3,192,1.33333333333333
4,192,2.51320313028663e-05
5,192,0
6,192,0
1,193,0
2,193,0
3,193,39.5
4,193,7.03227055072675e-06
5,193,110.8
6,193,0.267379126447338
1,194,0
2,194,0
3,194,36.6
4,194,1.26486418220258e-06
5,194,21.6
6,194,0.103951707437487
1,195,0
2,195,0
3,195,0
4,195,0
5,195,3.7
6,195,0.0199863783261492
1,196,1.25
2,196,1.78474021969949e-18
3,196,1.57142857142857
4,196,2.2456318842506e-08
5,196,1.625
6,196,0.0337002263266242
1,197,0
2,197,0
3,197,0
4,197,0
5,197,17.3
6,197,0.0314795830815151
1,198,0
2,198,0
3,198,1
4,198,4.04948533423514e-07
5,198,5.66666666666667
6,198,0.0123501253764218
1,199,3.9
2,199,3.19540953552389e-14
3,199,1
4,199,7.30956260306159e-07
5,199,0
6,199,0
1,200,2.11111111111111
2,200,1.76304931138256e-14
3,200,1
4,200,1.27683573145488e-07
5,200,2
6,200,0.0374780965512621
1,201,5.1
2,201,1.0271169657804e-14
3,201,1
4,201,6.64530670130659e-07
5,201,0
6,201,0
1,202,7
2,202,9.94160615231099e-17
3,202,2.6
4,202,3.62835754571681e-05
5,202,0
6,202,0
1,203,9.4
2,203,8.57774900552196e-17
3,203,2.6
4,203,6.26429884518808e-07
5,203,0
6,203,0
1,204,2.42857142857143
2,204,1.7630881362673e-17
3,204,4.1
4,204,2.21379747582849e-06
5,204,11.4
6,204,0.074251476779134
1,205,3
2,205,1.28705986615034e-16
3,205,0
4,205,0
5,205,33.1
6,205,0.0814650849273012
1,206,0
2,206,0
3,206,1.6
4,206,2.51272515870176e-06
5,206,6.9
6,206,0.0209037884432743
1,207,0
2,207,0
3,207,0
4,207,0
5,207,33.9
6,207,0.0422923558120277
1,208,0
2,208,0
3,208,0
4,208,0
5,208,45.7
6,208,0.0515241157242391
1,209,0
2,209,0
3,209,0
4,209,0
5,209,10
6,209,0.0255469851873528
1,210,1
2,210,5.96234857314778e-18
3,210,1.8
4,210,3.27548353938853e-07
5,210,3.22222222222222
6,210,0.0144569303526351
1,211,3
2,211,7.58272790884628e-18
3,211,2.44444444444444
4,211,4.89158631157138e-06
5,211,0
6,211,0
1,212,1.75
2,212,3.78016504180169e-16
3,212,1
4,212,6.85478421488812e-07
5,212,0
6,212,0
1,213,1.5
2,213,1.18180991434773e-17
3,213,1.5
4,213,3.17891718392646e-05
5,213,0
6,213,0
1,214,0
2,214,0
3,214,1
4,214,4.82963934863487e-07
5,214,1
6,214,0.00838567361962485
1,215,0
2,215,0
3,215,1.375
4,215,1.32424013681665e-05
5,215,1
6,215,0.0223536485863325
1,216,0
2,216,0
3,216,2.875
4,216,1.11657274988718e-05
5,216,0
6,216,0
1,217,1.42857142857143
2,217,3.70223109151727e-16
3,217,2.5
4,217,1.09968120045333e-05
5,217,0
6,217,0
1,218,4.6
2,218,8.02352214052386e-17
3,218,1.66666666666667
4,218,1.62776048962757e-05
5,218,1.42857142857143
6,218,0.0992265622241225
1,219,4
2,219,4.92872213944687e-17
3,219,1.75
4,219,1.99253146671163e-06
5,219,11.2
6,219,0.0653359924664134
1,220,6.22222222222222
2,220,2.45654071885005e-17
3,220,1.9
4,220,3.13155846141686e-06
5,220,1
6,220,0.00195629843391724
1,221,0
2,221,0
3,221,0
4,221,0
5,221,70.2
6,221,0.0759698225582323
1,222,0
2,222,0
3,222,0
4,222,0
5,222,39.9
6,222,0.0644688433924482
1,223,0
2,223,0
3,223,0
4,223,0
5,223,19.1111111111111
6,223,0.0386544718070547
1,224,0
2,224,0
3,224,0
4,224,0
5,224,5.66666666666667
6,224,0.0240202519958855
1,225,0
2,225,0
3,225,2
4,225,2.05156205611816e-05
5,225,2
6,225,0.018245641210269
1,226,0
2,226,0
3,226,2.25
4,226,1.13856908471395e-05
5,226,1
6,226,0.00417048602540098
1,227,0
2,227,0
3,227,1.33333333333333
4,227,2.34212559751197e-07
5,227,2.71428571428571
6,227,0.029803522027612
1,228,0
2,228,0
3,228,0
4,228,0
5,228,2.33333333333333
6,228,0.0422077345207356
1,229,0
2,229,0
3,229,0
4,229,0
5,229,7.66666666666667
6,229,0.11816446790513
1,230,0
2,230,0
3,230,2.5
4,230,2.48664514434217e-07
5,230,2.33333333333333
6,230,0.0767338750301898
1,231,0
2,231,0
3,231,3
4,231,1.56377526891903e-05
5,231,1.16666666666667
6,231,0.0337067122867391
1,232,1.5
2,232,7.77842077166865e-18
3,232,1.66666666666667
4,232,1.98763450698801e-05
5,232,3.4
6,232,0.0530889084879988
1,233,12.9
2,233,1.20650240348461e-16
3,233,2
4,233,8.31422669076903e-06
5,233,2.57142857142857
6,233,0.0171646709407635
1,234,0
2,234,0
3,234,0
4,234,0
5,234,65.6
6,234,0.0852784003623432
1,235,0
2,235,0
3,235,0
4,235,0
5,235,13
6,235,0.047444234740726
1,236,0
2,236,0
3,236,0
4,236,0
5,236,8.75
6,236,0.0375957114392206
1,237,0
2,237,0
3,237,2
4,237,2.55166088391928e-07
5,237,2
6,237,0.00604166162037447
1,238,0
2,238,0
3,238,0
4,238,0
5,238,2.33333333333333
6,238,0.0291173049437735
1,239,0
2,239,0
3,239,0
4,239,0
5,239,9.4
6,239,0.0598895306018408
1,240,0
2,240,0
3,240,0
4,240,0
5,240,14.3
6,240,0.109278236242822
1,241,0
2,241,0
3,241,0
4,241,0
5,241,3.6
6,241,0.0787640643670431
1,242,0
2,242,0
3,242,0
4,242,0
5,242,6.1
6,242,0.0516906317623429
1,243,0
2,243,0
3,243,0
4,243,0
5,243,3.5
6,243,0.034317013071135
1,244,34.4
2,244,2.18040404002321e-16
3,244,1.75
4,244,8.13562193208418e-06
5,244,0
6,244,0
1,245,0
2,245,0
3,245,0
4,245,0
5,245,103.4
6,245,0.0982054431886036
1,246,0
2,246,0
3,246,0
4,246,0
5,246,26.6
6,246,0.0613521976609939
1,247,0
2,247,0
3,247,0
4,247,0
5,247,19
6,247,0.0466521124437231
1,248,0
2,248,0
3,248,0
4,248,0
5,248,9.33333333333333
6,248,0.0496240130066653
1,249,0
2,249,0
3,249,0
4,249,0
5,249,2.33333333333333
6,249,0.090661899839052
1,250,0
2,250,0
3,250,0
4,250,0
5,250,5.125
6,250,0.0918332467601635
1,251,0
2,251,0
3,251,0
4,251,0
5,251,11.6
6,251,0.0341495808788442
1,252,0
2,252,0
3,252,5.2
4,252,9.50161581218508e-06
5,252,4.77777777777778
6,252,0.00805593586914463
1,253,0
2,253,0
3,253,0
4,253,0
5,253,15.2
6,253,0.0168947742726893
1,254,9
2,254,1.61584645513257e-16
3,254,3.85714285714286
4,254,1.43811870015446e-05
5,254,1
6,254,0.00383769807908084
1,255,0
2,255,0
3,255,0
4,255,0
5,255,15.8
6,255,0.0365789246403313
1,256,0
2,256,0
3,256,0
4,256,0
5,256,101.8
6,256,0.112301157492921
1,257,0
2,257,0
3,257,0
4,257,0
5,257,42.7
6,257,0.0845815577398678
1,258,0
2,258,0
3,258,0
4,258,0
5,258,5.6
6,258,0.0831617933782012
1,259,0
2,259,0
3,259,0
4,259,0
5,259,3.28571428571429
6,259,0.0740437247788147
1,260,0
2,260,0
3,260,1.75
4,260,5.87412399960842e-08
5,260,12.2
6,260,0.0190503179939227
1,261,0
2,261,0
3,261,20.5
4,261,8.84201305923333e-06
5,261,0
6,261,0
1,262,0
2,262,0
3,262,16.7
4,262,6.21654606083475e-06
5,262,1.5
6,262,0.00463291494943262
1,263,7.9
2,263,2.6937400850338e-15
3,263,6.5
4,263,9.07593010721195e-06
5,263,5.7
6,263,0.016747059982157
1,264,0
