id,cost,status,xloc,yloc
456,0.1,3,-68228.37319439,1400553.01766583
457,0.1,3,-57482.67387616,1400553.01766583
458,0.1,3,-46736.97455792,1400553.01766583
459,0.1,3,-35991.27523969,1400553.01766583
460,0.1,3,-25245.57592145,1400553.01766583
461,0.1,3,6991.52203326,1400553.01766583
462,0.1,3,17737.22135149,1400553.01766583
463,0.1,0,28482.92066973,1400553.01766583
464,0.1,3,49974.3193062,1400553.01766583
465,0.1,3,-116584.02012645,1409859.06625686
466,0.1,0,-95092.62148998,1409859.06625686
467,0.1,0,-84346.92217174,1409859.06625686
468,0.1,0,-73601.22285351,1409859.06625686
469,0.1,0,-62855.52353527,1409859.06625686
470,0.1,3,-52109.82421704,1409859.06625685
471,0.1,3,-41364.1248988,1409859.06625686
472,0.1,3,-30618.42558057,1409859.06625686
473,0.1,3,-19872.72626233,1409859.06625686
474,0.1,3,-9127.0269441,1409859.06625686
475,0.1,3,12364.37169237,1409859.06625686
476,0.1,3,23110.07101061,1409859.06625686
477,0.1,0,33855.77032884,1409859.06625686
478,0.1,3,44601.46964708,1409859.06625686
479,0.1,3,98329.96623826,1409859.06625686
480,0.1,0,-100465.4711491,1419165.11484788
481,0.1,0,-89719.77183086,1419165.11484788
482,0.1,0,-78974.07251263,1419165.11484787
483,0.1,0,-68228.37319439,1419165.11484788
484,0.1,0,-57482.67387616,1419165.11484787
485,0.1,3,-46736.97455792,1419165.11484788
486,0.1,3,-35991.27523969,1419165.11484787
487,0.1,3,-25245.57592145,1419165.11484787
488,0.1,3,-14499.87660321,1419165.11484788
489,0.1,3,6991.52203326,1419165.11484788
490,0.1,3,17737.22135149,1419165.11484788
491,0.1,0,28482.92066973,1419165.11484787
492,0.1,0,39228.61998796,1419165.11484788
493,0.1,3,-105838.32080822,1428471.16343889
494,0.1,0,-95092.62148998,1428471.1634389
495,0.1,0,-84346.92217174,1428471.1634389
496,0.1,0,-73601.22285351,1428471.1634389
497,0.1,0,-62855.52353527,1428471.1634389
498,0.1,0,-52109.82421704,1428471.1634389
499,0.1,3,-41364.1248988,1428471.1634389
500,0.1,3,-30618.42558057,1428471.1634389
501,0.1,3,-19872.72626233,1428471.1634389
502,0.1,3,-9127.0269441,1428471.16343889
503,0.1,3,23110.07101061,1428471.16343889
504,0.1,0,33855.77032884,1428471.1634389
505,0.1,0,44601.46964708,1428471.1634389
506,0.1,0,-100465.4711491,1437777.21202991
507,0.1,0,-89719.77183086,1437777.21202991
508,0.1,0,-78974.07251263,1437777.21202991
509,0.1,0,-68228.37319439,1437777.21202991
510,0.1,0,-57482.67387616,1437777.21202992
511,0.1,0,-46736.97455792,1437777.21202991
512,0.1,3,-35991.27523969,1437777.21202992
513,0.1,3,-25245.57592145,1437777.21202992
514,0.1,3,-14499.87660321,1437777.21202991
515,0.1,3,-3754.17728498,1437777.21202991
516,0.1,3,6991.52203326,1437777.21202992
517,0.1,0,17737.22135149,1437777.21202992
518,0.1,0,39228.61998796,1437777.21202991
519,0.1,0,49974.3193062,1437777.21202991
520,0.1,3,-105838.32080822,1447083.26062093
521,0.1,0,-95092.62148998,1447083.26062094
522,0.1,0,-84346.92217174,1447083.26062094
523,0.1,0,-73601.22285351,1447083.26062094
524,0.1,0,-62855.52353527,1447083.26062093
525,0.1,0,-52109.82421704,1447083.26062093
526,0.1,3,-41364.1248988,1447083.26062094
527,0.1,3,-30618.42558057,1447083.26062094
528,0.1,3,-19872.72626233,1447083.26062093
529,0.1,0,-9127.0269441,1447083.26062094
530,0.1,0,1618.67237414,1447083.26062094
531,0.1,0,12364.37169237,1447083.26062094
532,0.1,3,33855.77032884,1447083.26062093
533,0.1,0,-175685.36637675,1456389.30921196
534,0.1,3,-100465.4711491,1456389.30921196
535,0.1,0,-89719.77183086,1456389.30921196
536,0.1,0,-78974.07251263,1456389.30921196
537,0.1,0,-68228.37319439,1456389.30921196
538,0.1,0,-57482.67387616,1456389.30921196
539,0.1,3,-46736.97455792,1456389.30921196
540,0.1,3,-35991.27523969,1456389.30921196
541,0.1,3,-25245.57592145,1456389.30921195
542,0.1,0,-14499.87660321,1456389.30921196
543,0.1,0,-3754.17728498,1456389.30921195
544,0.1,0,6991.52203326,1456389.30921196
545,0.1,0,-181058.21603586,1465695.35780298
546,0.1,3,-138075.41876292,1465695.35780298
547,0.1,3,-105838.32080822,1465695.35780298
548,0.1,0,-95092.62148998,1465695.35780298
549,0.1,0,-84346.92217174,1465695.35780298
550,0.1,0,-73601.22285351,1465695.35780298
551,0.1,3,-62855.52353527,1465695.35780298
552,0.1,3,-52109.82421704,1465695.35780298
553,0.1,3,-41364.1248988,1465695.35780298
554,0.1,0,-30618.42558057,1465695.35780298
555,0.1,0,-19872.72626233,1465695.35780298
556,0.1,0,-9127.0269441,1465695.35780298
557,0.1,0,23110.07101061,1465695.35780298
558,0.1,3,-121956.86978557,1475001.406394
559,0.1,3,-111211.17046733,1475001.406394
560,0.1,3,-100465.4711491,1475001.406394
561,0.1,0,-89719.77183086,1475001.406394
562,0.1,0,-78974.07251263,1475001.406394
563,0.1,0,-68228.37319439,1475001.406394
564,0.1,3,-57482.67387616,1475001.406394
565,0.1,3,-46736.97455792,1475001.406394
566,0.1,0,-35991.27523969,1475001.406394
567,0.1,0,-25245.57592145,1475001.406394
568,0.1,0,-14499.87660321,1475001.406394
569,0.1,0,17737.22135149,1475001.406394
570,0.1,0,39228.61998796,1475001.406394
571,0.1,3,-202549.61467233,1484307.45498502
572,0.1,3,-116584.02012645,1484307.45498502
573,0.1,3,-105838.32080822,1484307.45498502
574,0.1,0,-95092.62148998,1484307.45498502
575,0.1,0,-84346.92217174,1484307.45498502
576,0.1,0,-73601.22285351,1484307.45498502
577,0.1,3,-62855.52353527,1484307.45498502
578,0.1,3,-52109.82421704,1484307.45498502
579,0.1,0,-41364.1248988,1484307.45498502
580,0.1,0,-30618.42558057,1484307.45498502
581,0.1,3,55347.16896532,1484307.45498502
582,0.1,3,-207922.46433145,1493613.50357604
583,0.1,0,-186431.06569498,1493613.50357604
584,0.1,3,-121956.86978557,1493613.50357604
585,0.1,3,-111211.17046733,1493613.50357604
586,0.1,3,-100465.4711491,1493613.50357604
587,0.1,0,-89719.77183086,1493613.50357604
588,0.1,0,-78974.07251263,1493613.50357604
589,0.1,0,-68228.37319439,1493613.50357604
590,0.1,3,-57482.67387616,1493613.50357604
591,0.1,0,-46736.97455792,1493613.50357604
592,0.1,0,-35991.27523969,1493613.50357604
593,0.1,3,60720.01862443,1493613.50357604
594,0.1,3,-116584.02012645,1502919.55216707
595,0.1,3,-105838.32080822,1502919.55216707
596,0.1,0,-95092.62148998,1502919.55216706
597,0.1,0,-84346.92217174,1502919.55216706
598,0.1,0,-73601.22285351,1502919.55216707
599,0.1,0,-62855.52353527,1502919.55216706
600,0.1,3,-52109.82421704,1502919.55216707
601,0.1,0,-41364.1248988,1502919.55216707
602,0.1,3,-121956.86978557,1512225.60075809
